nothing phone (2),good hardware. trash software. better off using custom software on this if atall.READ MORE
nothing phone (2),Touch issue lagging not god responsREAD MORE
nothing phone (2),Glyphs is good but one or two days we will use glyphs light after that we will not use that for all the time and other then that phone goodREAD MORE
nothing phone (2),Best phone in this price segment... Camera -4/5Performance -5/5Battery 🔋-5/5Display -5/5Design -5/5.Go for it without hesitation...💯READ MORE
nothing phone (2),Tooooo gudREAD MORE
nothing phone (2),Definitely the best Mid ranger of 2023 with the best user experience!Camera is kinda average sometimes but the portrait mode is soo awesome!(I will pin some portraits)For me the Glyph is pretty useful so I'm liking it alot.READ MORE
nothing phone (2),"Shall add a extra color mode. Colors look lackluster compared to similarly priced phones, but real.READ MORE"
nothing phone (2),"Very good phone, charging speed should have been little bit extra faster, camera is good at this price range, expecting that nothing will improve the camera with upcoming software updates, satisfied.READ MORE"
nothing phone (2),Good qualityREAD MORE
nothing phone (2),I have nothingREAD MORE
nothing phone (2),Best in class fast snappy Camera is not bad but not best either Design is too good Software is the best thing about the phoneREAD MORE
nothing phone (2),Got it for 32599 on BBDWith exchange and bank offerPros✨ Great Design similar to 14pro✨Great ui and widget and overall customisation is awesome✨ Performance is smooth like butter extremely satisfied8+gen1 is killer vfm.✨ Decent Battery backup✨ Camera is ok for this price range lot of major improvements through software updates✨ Regular updates and bug fixes✨ Decent haptics and sound qualityCons✨No charger in the box✨ Yellowing of gliph light✨Poor pre applied screen guard✨Low ...READ MORE
nothing phone (2),Looks are awesome.Battery is really goodCamera is also good Ltpo panel is bright and good for content.Over all good phoneREAD MORE
nothing phone (2),"Very nice phone 😍😘😘I think camera may be improvedBut UI experience, performance and hepatic are awesome 😍😍 I really love this device 😘😘READ MORE"
nothing phone (2),Amazing phone! Rather than haptics everything is great. camera is one of the best!READ MORE
nothing phone (2),In one word it's just WOW!!Need to work on camera department especially in photos but In shooting videos its rockzzz.Camera-4⭐Haptic feedback -5⭐Display-5⭐Looks-5⭐Performance -5⭐Battery-5⭐Hope It helps.READ MORE
nothing phone (2),Fantastic 😍..READ MORE
nothing phone (2),"It's just perfect just perfect, it's easily go against and even defeat any rs.60k phone present in market in terms of speed and capabilities.Buy it.READ MORE"
nothing phone (2),Worst Camera 🤬READ MORE
nothing phone (2),PerformanceREAD MORE
nothing phone (2),"Review after a year of usage -Pros - Very good network quality, excellent call quality and internet speed.Excellent build quality.Good battery life, easily lasts 1 - 1.5 days.Main and ultrawide rear cameras take detailed pictures during daytime as well as night most of the time. Sometimes, photos turn out inconsistent with wrong colours, blurred or soft. Videos shot are very good in daytime, ok at night.Front camera takes good shots in daytime, even portrait shots. Night time shots are...READ MORE"
nothing phone (2),OutstandingREAD MORE
nothing phone (2),"The design was unique and attractive.Camera takes awesome picture with Best QUALITY and smooth software experience I didn't noticed any kind of lag and UNIQUE OS. WHICH MAKES QUITE IMPRESSIVE THAN APPLE OS, AND MAINLY GLYPH LIGHTS ARE VERY USEFUL IN THE NIGHT PHOTOGRAPHY AND GIVING AMAZING RESULTS IN THE FORM OF PHOTOS IT'S BETTER THAN PIXEL AND APPLE IN THE CASE OF NIGHT PHOTOGRAPHY.READ MORE"
nothing phone (2),Value for money 🤞🙏🏻READ MORE
nothing phone (2),Worth for moneyREAD MORE
nothing phone (2),The feels premium and is light in weigh . Performance is preety good  considering the price point at which I got this phone.READ MORE
nothing phone (2),I purchased it under 30k and believe me in this price segment this is one of the best phone..READ MORE
nothing phone (2),This phone is getting overheating within some months after it's purchase. Battery back up is getting to some hours. Phone not at all worth to buy this kind of phone with heavy price as 40K.READ MORE
nothing phone (2),Average ratingREAD MORE
nothing phone (2),"It's a great phone in the mid-range category (30k-35k) but not more than that. The software does fail sometimes and the phone battery is not great. The phone charger is not included. It is difficult to find accessories for this phone.If you're looking for a different looking phone, this is for you else you can go for other phones in the 25-30k category.READ MORE"
nothing phone (2),AwsmREAD MORE
nothing phone (2),Worst performance 😔READ MORE
nothing phone (2),The camera gives weird results sometimes but you can download gcam and improve it toREAD MORE
nothing phone (2),Nice phone in all conditionNice looking  phoneREAD MORE
nothing phone (2),Bang for the buck.READ MORE
nothing phone (2),EverythingREAD MORE
nothing phone (2),I buy this phone recently after 2 days it will be Hanged and didn't work any switch button after sometime automatically reboot. I think some problem but after 9 days Same thing happened againSo I want to tell others to get any other phone but nothing Phone 2 . The rest is up to you.READ MORE
nothing phone (2),It is a good phoneREAD MORE
nothing phone (2),The best mobile all-rounderREAD MORE
nothing phone (2),Intuitive Product.READ MORE
nothing phone (2),So beautiful so elegant Just looking a woowREAD MORE
nothing phone (2),Wow so looking is good.very nice disagin best   phone.READ MORE
nothing phone (2),"Design is best, this phone UI is very smooth an unique experienceREAD MORE"
nothing phone (2),GreatREAD MORE
Phone Name,Review
google pixel 9,Overall experience superb..READ MORE
google pixel 9,Camera with this phone just kills my iphone 14 pro.Now i want to switch from from ios to android this thing is so good and smooth.READ MORE
google pixel 9,"Upgraded from Pixel 4A to Pixel 9. Fantastic upgrade, improved camera, solid built quality, no heating issue, amazing photo editing software and much long lasted battery than my previous one. Overall feels very smooth performance and wonderful AI experience.READ MORE"
google pixel 9,Outstanding 🥰 loved itREAD MORE
google pixel 9,Great experience so far!Design is awesome!Camera is 9/10Battery 9/10Performance 10/10Design 10/10Sound 10/10Video 10/10 (2160P on YT)READ MORE
google pixel 9,"I am very happy this Pixel exists. The phone is fast, feels like it already knows your next step/action. No stutters, don't fall for criticism on G4, I had my doubts now I don't, it's very well optimised 👌If you want that peak raw performance for very heavy tasks then this might not be for you. I played codm and bgmi for an hour straight didn't heat and gameplay was good and daily usage is smooth af! Pixel UI is just a bliss to use 🫶Camera I need not mention, it's really good, vide...READ MORE"
google pixel 9,"Absolutely fantastic. I switched over from iPhone 13 pro. Quick commentsFantastic screenGreat hapticsVery good cameraVery less heating Signal(my area and usage) no difference between iPhone, Samsung and pixel 9. Very quick and fast finger print sensor(choose a tempered glass that supports this) Good battery life(two days of usage) Very smooth and fast performance on daily usage(I don't play games)READ MORE"
google pixel 9,"Upgraded from my pixel 6a and honestly much better improvement in all aspects.Camera is great as always, design is by far the best and feels like a flagship premium deviceThe battery has been improved as it lasts for more than a day. No heating issues are faced so far as well :)The only con is the charging speed is still very slow as compared to other premium phones, it takes more than 1.5 hours for full charge.READ MORE"
google pixel 9,"Review from a long term Iphone User:( Exchanged my Iphone 14Pro)Camera Performance:The Pixel 9's camera has consistently impressed me, particularly in low-light environments. The AI-driven image processing is exceptional, capturing intricate details and vibrant colors. While I have occasionally observed slight overexposure or blown-out highlights in bright lighting conditions, these are minor issues that don't significantly detract from the overall quality. I believe a software update co...READ MORE"
google pixel 9,What a mind blowing device it has everything to go on topREAD MORE
google pixel 9,Mind blowing google rocks 👌💪👍READ MORE
google pixel 9,"Review after using Pixel 9 for one month:I bought this during the sale with cashback and exchange for around 61k, which was a decent price.I was using OnePlus 7t for the past 5 years and upgraded to this device as I'm not a big fan of apple. This did not disappoint me. It's great update from OnePlus 7t which itself was a great phone to use.Pros:1. The build quality is great.2. The size is quite handy, this phone will definitely suit you if you prefer a smaller phone.3. Battery lasts ...READ MORE"
google pixel 9,Best AI PHONE......I just love itREAD MORE
google pixel 9,This is really a premium display with lot's of A feature I have last 3 to 4 days performance was awesome with killing Camera love this product 😍 thanks filpkart ....READ MORE
google pixel 9,Google pixel is one phone you should go for never disappointing. If you are going for a regular and user friendly it's the best. Camera is best in he segment plus AI is good for editing your pictures.READ MORE
google pixel 9,"Best software experience including AI features, good battery life and a great camera with 7 years of software support... Loved itREAD MORE"
google pixel 9,"Fantastic Phone with an amazing point and shoot camera. The video quality is very good. And the display compliments the camera so well. The HDR photos look like Chef's Kiss. However, performance is not justified for the price, you can see the phone struggle when you're trying to multi task hard, it'll get warm but it's miles better than the previous series which used to run warm always. However, during normal usage, like taking calls, watching videos, using the camera in burst it behaves like...READ MORE"
google pixel 9,"The performance of the phone is very good, in terms of security, it needs to improve a bit, like the app lock such things.If we use screen guard / I  mean temper gaurd  for google pixel 9 phone, in display the fingerprint sensor is not working properly.READ MORE"
google pixel 9,"Camera is good, battery and performance needs to be improved.Good to buy in BBD with offersREAD MORE"
google pixel 9,The phone's performance is really impressive so far.READ MORE
google pixel 9,Superb phone with an awesome camera and nice haptics. Battery life has been improved from past pixels. 10/10READ MORE
google pixel 9,"Upgrading from the Pixel 6a to the Pixel 9 is definitely worth it, especially for camera enthusiasts. The Pixel 9 excels in night photography with stunning clarity and detail.READ MORE"
google pixel 9,"It is a premium smartphone as premium and smart as they can get. + Looks and feels extremely premium.+ Built well, very comfortable and sturdy.+ Screen quality is superb and it gets super bright and low.+ Sound quality is stereo and Awesome!! Even my bluetooth earphones sound better.+ Battery life seems great, it is draining very slowly.+ Fast and smooth performance.+ Great cameras needless to say.+ Interesting and useful AI features.This is a great wholesome phone other than the c...READ MORE"
google pixel 9,"The best phone is this segment with great AI features, design is quite premium but quite similar to iPhone. Using it for last 2 week..no heating issues faced as such. The android experience is better than any other phoneREAD MORE"
google pixel 9,"My 2nd Pixel Phone ... from 6A to pixel 9...Camera, Software updates are too good... Battery Performance can be improved...Else it's an outstanding pickREAD MORE"
google pixel 9,"Great product. Google has finally done it. In pixel 7 and below, there is a heating problem, camera used to take its own sweet time, battery was average.Enter Pixel 9.Pros: 1. Battery: great battery, standby is top notch, it beats my Asus Rog phone 3 with a higher battery capacity.2. Camera: no complaints. One of the best. The add me feature is great, but I think after a few days no-one is gonna use add-me.3. Build: what a premium build, feels like you are holding a beast. The camera bu...READ MORE"
google pixel 9,My first PIXEL phone ever.I started loving it already.Nice build quality and software experience.Camera and battery backup seems to be pretty decent.I updated to ANDROID 15 BETA and no major glitches so far in my day to day usage.Haven't faced any heating issues so far.Hoping to keep the phone for at least the next couple of years.READ MORE
google pixel 9,"Good improvements compared to previous version, looks exactly like iphone, Price is very high.READ MORE"
google pixel 9,"Sharing my 2 months experience with pixel 9 is going great in all aspects. I have upgraded from Pixel 6a to Pixel 9.. And there are a lot of improvements in Camera, Battery life, Phone heating issue. Overall, I loved the Pixel 9 and the camera is amazing and can easily beat recent Iphone Cameras.Attached photos and video for camera quality.Wintergreen color is Awesome.READ MORE"
google pixel 9,Excellent one iphone is nothing.READ MORE
google pixel 9,I've been using P9 for past 15 days and the device is just awesome. There are still some heating issues while using maps or cameras for a longer time. The battery has definitely been improved compared to previous pixel mobiles. Looks and feel is premium.Display and camera are fantabulous.READ MORE
google pixel 9,"Switched to Pixel from iphone. Phone has more premium touch and feel, looks elegant and photography is awesome.AI features makes it a must buy. Screen is much better than iphones non-pro models and does not cause any strain on eyes. Small inhouse tools in the phone makes life easier.READ MORE"
google pixel 9,"Amazing product by Google, hopefully it will age well with tensor 4READ MORE"
google pixel 9,Exchange Google pixel 4a mobile. Pixel 9 is excellent mobile with build quality and camera is awesome. Battery backup is also awesome.READ MORE
google pixel 9,It was awesome ....the design and touch everything is too good .. especially the camera and the features like add me and all  are coo.....there is issue with heat ..when I using the phone I felt like a heating issue ..pixel need to work on that heating issue ... LlREAD MORE
google pixel 9,Great phone at a great price on BBD. The camera quality is killer.READ MORE
google pixel 9,Awesome Google pixel phone And new Update Version on Android 15Camera is Best Battery goodPerformance BestOverall Best phoneMy Best BuyingREAD MORE
google pixel 9,"Amazing phone, great camera and performance The battery has improved a lot . I exchanged my pixel 6a for it , and got a great deal .Premium look and feel .Must go for itREAD MORE"
google pixel 9,"Obviously it's a good phone, the camera is unbeatable with the loaded features, Add me still in preview mode, could have been better when taken photo hopefully Google will improve it in future updates.The battery needs to be improved a lot, previously I had Samsung S23 and iPhone 13 pro, which is good in all cases, hence comparing with battery backup.To me personally I feel the UI can be improved. Like some more customization required for text, display settings.. Again compared with Samsung...READ MORE"
google pixel 9,Overall good.Battery life is good.Day to day work performance is good.The fingerprint sensor doesn't work flawlessly.Updated to Android 15.READ MORE
google pixel 9,Very handy and attractive handset...READ MORE
google pixel 9,Good product but packing is a Very BadREAD MORE
google pixel 9,Love itREAD MORE
google pixel 9,Overall Satisfied with a premium look and feel. Should have given a charger with this priceREAD MORE
google pixel 9,"Got this phone at launch. Below is my feedback from my 2-3 months of usage,- No lags on COD, PUBG and Mobile legends game. No heating even after continuous 3-4hrs of gaming. - Camera is as always the best. Captures natural colour. Tons of new feature like Add me, best take and so on. Night time photo and videos also amazing.- Interface is supeer smooth. Tons of animations are there at all around the UI. - I don't use wifi. Always using phone on 5G. No connectivity issue. Download speed is...READ MORE"
google pixel 9,Upgraded from pixel 6a to pixel 9 Amazing phone feels too good in designThe camera is super brilliant.It's an amazingly smart phone. Smartest smart phone ever designed.Best android experience. If you really like something that gives you value for money then pixel is the best choiceREAD MORE
google pixel 9,This device is built differently.. just fabulous!READ MORE
google pixel 9,definitely an upgrade from pixel 7READ MORE
google pixel 9,"Overall good phone with Merits-Pixel Camera, Battery back up, Screen display is top notch.Sleek design, Smooth android operation Demerits -Slight heating issue when camera used for longer period ( more than 5 mins).Mobile is bit slippery so don't use without cover  .No much difference in camera ( if compared with iPhone 15, my last phone, might be too early to comment)Still Google pixel  5 is the best when we consider display ( 444 PPI).Overall a good phone which satisfy all your ne...READ MORE"
google pixel 9,"I switched from an Iphone 13 to Pixel 9, which is my first ever android phone. And this switch didnt disatisfy me. I think this would a perfect option especially for long time iphone users, as google pixel offers the same experience, smoothness and of of course the premium touch. Camera is top notch, and it takes a bit long to full charge. But would recommend this as a perfect option.READ MORE"
google pixel 9,Loved this one... reviewing after 2.5 months of use....camera is awesomeREAD MORE
google pixel 9,Writing the review after a month. Really satisfied with the design and performance of the phone. Battery is okay. The AI feature has made my life very efficient.READ MORE
google pixel 9,ExcellentREAD MORE
google pixel 9,"Love it so far! Lovely design. Smooth experience. Impressed with the battery majorly, it easily comes for whole day with fair usage. For whoever hates ios but wants a better camera like Iphone in android this is the phone for you.READ MORE"
google pixel 9,I love this phoneREAD MORE
google pixel 9,Far better than iPhoneREAD MORE
google pixel 9,Excellent phone Camera awesome Design glass but compalsary use google casePerformance maid blowing Battery good but charge is 100 to take 2:40 minutes No heating issue phone is best option Take best choice i phone to better than GoogleREAD MORE
google pixel 9,Far Better Images Quality To Compre my I phone 15 Plus Highly Recommend To Photography And Video Shoot And So Cool Ai FeatureREAD MORE
google pixel 9,"Product is very impressive, good build quality having a super look but battery drain very fast with heating issue identify. So google must be developed.READ MORE"
google pixel 9,Have been a pixel fanboy for a long time and now finally having it is so exciting. No lags and No overheating as people complain. Loving the design 🤩.READ MORE
google pixel 9,"Best Build,Display ,Camera.Perfect choice for thoes who dont like large phones.READ MORE"
google pixel 9,Flagship phone from Google and the name itself says it all. Marvelous master piece ever built by Google and its a real competitor for the I Phone. Feeling excited to own one of these. Thanks again Flipkart for the amazing delivery experience.READ MORE
google pixel 9,Well made solid piece of engineering. Perfect dimensions and the screen is sublime. Snappy performance and what takes the cake is the buyback of my old pixel 7 for 24000.READ MORE
google pixel 9,Nice phoneREAD MORE
google pixel 9,PerfectREAD MORE
google pixel 9,NiceREAD MORE
google pixel 9,It's wonderful phone with good batter baREAD MORE
google pixel 9,Gets heat up a lot and i found a mic malfunction hope it gets better with further software updatesREAD MORE
google pixel 9,"For those who have a passion for photography, it's a great phone. AI is awesome. Since it's a high end phone, google could have thought about providing a suitable charger along with the package.READ MORE"
google pixel 9,Good phone..So nice to use it..But one thing there is an issue in this phone.A heating issue is present.If u do vdo chat with someone one for 1 hour this pixel 9 will burning 🥵 like sun!!Otherwise pH is too good 👍😊READ MORE
google pixel 9,Call drop is a big problem....READ MORE
google pixel 9,Fingerprint unlock is not working after applying the screen protector which I was not expecting at this price range phone.READ MORE
google pixel 9,Mobile is good. But it has the worst finger sensor. Most of the time it doesn't work. I have re-registered many times but had the same issue. Never faced such type of issue in any other mobile.READ MORE
google pixel 9,"Happy overall❤️❤️, but screen size could have been slightly biggerREAD MORE"
google pixel 9,One of the best phone to buy dnt compare it with other phones Google pixel has its own charm.READ MORE
google pixel 9,"It's really worth buying,READ MORE"
google pixel 9,Superb as expectedREAD MORE
google pixel 9,Awesome 👌 But price is higher as per valueREAD MORE
google pixel 9,Super phone from Google. Very good camera. Phone feels expensive to hold. Nice built with new design. Good battery lifeREAD MORE
google pixel 9,Smooth Elegant Battery backup is goodPhone size is very HandyNo heating Camera is goodEasy to useSound is unexpectedly goodAll together recommended from my side.READ MORE
google pixel 9,Excellent phoneREAD MORE
google pixel 9,Camera zoom isn't sufficient. Competitors have better zoom quality.READ MORE
google pixel 9,Just love it 😍READ MORE
google pixel 9,Best ever android phone I have used.READ MORE
google pixel 9,awesome phone for Android users. must buy for a perfect Android experienceREAD MORE
google pixel 9,"The camera is very good, and the battery performance is also good.READ MORE"
google pixel 9,Overall so good. Bit heat issues are thereREAD MORE
google pixel 9,"Fabulous, just go for it!!!READ MORE"
google pixel 9,EXCELLENT PHONE GOOD EXPERIENCE PREMIUM FEELINGREAD MORE
google pixel 9,Awesome productREAD MORE
google pixel 9,"Photography, photo editing😍Design 🤩Best mobile love itREAD MORE"
google pixel 9,A fabulous productREAD MORE
google pixel 9,Very satisfied with the purchase of my first pixel phone with a clean android experience good battery backupREAD MORE
google pixel 9,Very nice 👍products don't buy iphoneREAD MORE
google pixel 9,"Amazing camera, decent battery, the best software and UI experience and a classy practical design.The performance is okayish, not the best but not much to complain about.The most underrated is the sound, the stereo speakers are very very good.Overall a good phone, not worth at 80k but if you're getting it under 60k using exchanges, go for itREAD MORE"
google pixel 9,Phone is very goodREAD MORE
google pixel 9,Currently the best phone in market.READ MORE
google pixel 9,Nice product Like camera clearty Better update back design 🙂READ MORE
google pixel 9,Awesome phoneREAD MORE
google pixel 9,Very nice product! Shifted from IOS to this and was worth itREAD MORE
Phone Name,Review
iphone 14,Amazing picture quality❤️👌🏼👌🏼READ MORE
iphone 14,Just amazing!READ MORE
iphone 14,GoodREAD MORE
iphone 14,Nice camera but battery drain fast specially on video recordingREAD MORE
iphone 14,"Best smart phone under this price range compare to other phones in 2023 if you see overall build quality, performance and Camera with autofocus and video action mode are awesome50% extra RAM compared to iPhone 13 and other more features. Best time to upgrade to iPhone 14 . I am so happy See Low light photos are amazing..READ MORE"
iphone 14,"Amazing picture quality, awesome design, mind blowing display and fabulous performance and specially very handy phoneREAD MORE"
iphone 14,"Damn such a great phone. Camera is really good, battery lasts long enough, super smooth even though its just 60 hz XDR display. Videos with action mode on are insanely stable and crisp.The night mode can take some really good shots jn low light conditions .The whole apple environment itself is so seamless. I shifted from android to iPhone and it barely took any time since I had iPad and a mac already. With a just a few clicks the phone was ready to go.READ MORE"
iphone 14,"Excellent smart phone, Good battery backup and performance is very good, Good camera quality.READ MORE"
iphone 14,Finally got an iPhone. Love the camera.READ MORE
iphone 14,Love the camera💖🥰READ MORE
iphone 14,Just awesome....❤️🙌😌Display Camera Battery Processor....JUST WOW....✨💗☺️READ MORE
iphone 14,The best camera best design !!1st iphone 14 !!i tried all  conditions light photo the quality is best i was impressed with device battery backup is good perform is very impressive 🔥READ MORE
iphone 14,Reasons to get it over regular 13- 50 percent extra ram- Better camera sensors- Cinematic mode at 4k 30 fps (13 could only do     1080p 30fps)- Action mode for super stabilised videos- Better low light photos thanks to photonic engine- Better battery life - Extra gpu core for high graphics performance- New improved modem for fast and efficient mobile connectivity - Dual ambient light sensors - Better camera flash- Crash detection - Satellite connectivity (though currently not in I...READ MORE
iphone 14,Loved it 👍READ MORE
iphone 14,Thanku filipkart best phone in the world ❤️READ MORE
iphone 14,"Cameras quality is 🤩, all rounder phoneREAD MORE"
iphone 14,Performance is really good and camera quality is fineREAD MORE
iphone 14,Nice UI and FastREAD MORE
iphone 14,sound quality is very good 👍READ MORE
iphone 14,Awesome 👍READ MORE
iphone 14,Camera is superb.nice phoneREAD MORE
iphone 14,Iphone 14 Nothing to say about it.... too Fast to furious... thank you Flipkart 👍READ MORE
iphone 14,Just perfect!!READ MORE
iphone 14,Amazing!pictures...📸 everything good 😍READ MORE
iphone 14,I used iPhone 12 mini and now upgraded with iPhone 14. Camera quality is awesome.Full day battery backup.Super Retina display with high dynamic range is awesome.In terms of camera and battery life is big upgrade for me.READ MORE
iphone 14,Unboxing overall good experience 😊READ MORE
iphone 14,Amazing device for daily life about camera about sound quality all are goodREAD MORE
iphone 14,"Very nice product, camera quality is just amazing everything seems too real.Phone is very fast.READ MORE"
iphone 14,After a losts of efforts when you get then Just Awesome 😊READ MORE
iphone 14,UltimateREAD MORE
iphone 14,Super camera.READ MORE
iphone 14,"Amazing product, love the design and the feel is awesome Performance is very smooth.READ MORE"
iphone 14,Awesome device form apple just go for it and main point is Flipkart delivery facility is best.READ MORE
iphone 14,I bought iPhone 14 in big billion days. Very happy. Excellent Product deliveryExcellent hapticsExcellent PerformanceExcellent CameraExcellent In hand feelExcellent Eco System if u have other apple products❤️ From Ooty Thank you Flipkart for the big billion days 🎉READ MORE
iphone 14,Just wow😍😘READ MORE
iphone 14,Nice look badiya phone after one year use great workingREAD MORE
iphone 14,Excellent build quality. Much faster and smootherREAD MORE
iphone 14,"Just awesome!!I switch to iPhone 14 from iPhone 12. The powerful chipset gives you smooth performance. No lags, no fancy UI, just delivers the best of it. Camera is best. Battery giving a full day. Speaker sounds wide and clear. Must buy!!READ MORE"
iphone 14,Great picture quality. Performance is good as always. The important addition is the cinematographic video recordingREAD MORE
iphone 14,Absolutely AwesomeREAD MORE
iphone 14,Very attractive Must buyLove It❤️❤️READ MORE
iphone 14,awesome build quality and featuresREAD MORE
iphone 14,Excellent Product 🥳READ MORE
iphone 14,Excellent camera😊READ MORE
iphone 14,Love itREAD MORE
iphone 14,Really an overall great productREAD MORE
iphone 14,Awesome phone with amazing featuresREAD MORE
iphone 14,"It's a apple device .. that means you get the good old ios . No performance issue , supper ram and power management . My slightly distasteful remark would be on its camera .READ MORE"
iphone 14,"Happy to have iPhone 14. Wonderful phone specially because of Powerful camera😍, perfect screen size and potentially battery life make it worthy.READ MORE"
iphone 14,Camera cinematic next level🔥🔥READ MORE
iphone 14,"Totally in love with my new iphone 14. Battery backup is amazing which I never expected from Apple to be very honest.Built quality is excellent and it looks premium. Camera quality is excellent as well. True to life color reproduction, Indoor conditions amazing, night photos are good, facial tones are very good, day clicks are amazing. In short it's an amazing exp. Selfie cam also produces very good quality images.READ MORE"
iphone 14,An absolute beast. This is what you expect after paying such amount. Everything is perfect about this phone from build quality to camera to performance. Absolutely worth it.READ MORE
iphone 14,Purchase on First day sale in BBD23.Will share full review after use.I am shifting from Android to IPhone.READ MORE
iphone 14,Nice looking phone.READ MORE
iphone 14,"My 1st IOS device so far good😊Midnight Black the best you can have, the Camera quality is excellent along with the multitasking performance. Go for it!READ MORE"
iphone 14,Best phone but same as Iphone 13. There is no difference in 13 and 14.READ MORE
iphone 14,iphone is great Canera qulity is best Battery is powerful All dizine bestWork all best All over bestREAD MORE
iphone 14,Love IPhone Dream IPhone..💜😍✌️🖤READ MORE
iphone 14,Looking Awesome ✨✨READ MORE
iphone 14,Decent purchase:)READ MORE
iphone 14,"Absolutely Awesome, Switching to iPhone was not easy but once i started using this phone. I am loving it.READ MORE"
iphone 14,What a phone.READ MORE
iphone 14,Best in the market. Camera quality awesome Battery easily goes for a daySpeakers are really good.READ MORE
iphone 14,Thanks Flipkart for this all new iPhone without any problem I got it and I'm finally Shifted 5 years later  redmi not 5 pro to new. iPhone 14 i really do hard work for this thing Last 8 month  Thanks 😊 I'm happy 😁 ❤️READ MORE
iphone 14,Very smooth and camera is awesome 😍READ MORE
iphone 14,This is my first IOS device and I like it..I gifted this to my younger brother and he loved it. iPhone in-hand feel is damn premium 🙌🏻 also the camera quality is top notch to be honest I bought this phone only for smooth processor and camera quality. Just go for itREAD MORE
iphone 14,NiceREAD MORE
iphone 14,Nice cameraREAD MORE
iphone 14,Best camera phoneREAD MORE
iphone 14,Simply superb so farNo complaints as of nowPhone was delivered within one day after orderREAD MORE
iphone 14,awesome phone..i switched from android to ios first time and became a big fan of ios. Performance is excellent and display camera everything is awesome❤️❤️.READ MORE
iphone 14,"Review after a week Overall a powerful package for photo, video and gaming. Only thing which could have been better is battery, though it works whole day with low usage , but extensive use it would not go beyond half day.Camera 4/5Pictures in full zoom- 3Sound quality- 5/5Display- 4.5/5Performance- 5READ MORE"
iphone 14,Good one got it around 67k . This is my first Apple mobile. Took time to get habituated to apple eco system but worth the wait. Simple and easy.READ MORE
iphone 14,Awesome cameraREAD MORE
iphone 14,Nice oneREAD MORE
iphone 14,My First iphone experience even though its 60hz refresh rate but feels so smooth and optimized and performance is top notch🔥..if u r looking for an iphone 13..go for i phone 14 trust me u will love it❤️READ MORE
iphone 14,Quality + Performance + Integrity = Apple IncREAD MORE
iphone 14,Best Phone in market.READ MORE
iphone 14,Wonderful ..After16 years using android  shifted to iIphone. Feels premium in hands Intelligent function save your time if you know how used IPhone. Sound Cristal clear. Build quality and finishing superb. Got a small island display in left side which indicates running function so wont feel regret of function of Dynamic Island  IPhone 15. Overall value for money IPhone 14 and delighted and excited while using.if you are passionate then go for blindly you will not get remorse.READ MORE
iphone 14,Highly recommended best price since launch loud speaker is amazing display is another world nothing to say it's overall quite amazing phone dont think ggo for itREAD MORE
iphone 14,4 out of 5 Phone was so handy and superbREAD MORE
iphone 14,I'm happy with the phone and the deal I got from the Flipkart.READ MORE
iphone 14,It looks so pretty 🫣❤️READ MORE
iphone 14,Best qualityREAD MORE
iphone 14,"Best in class in all the aspects. Top notch performance for display, camera and everything.READ MORE"
iphone 14,Amazing camera❤️❤️❤️READ MORE
iphone 14,Value for money product if you get the deal around 65 k .READ MORE
iphone 14,Excellent camera 😍READ MORE
iphone 14,I simply love it🥰🥰🥰🥰🥰Camera quality 🥰🔋😍😍Very happy 😊READ MORE
iphone 14,Very good phoneREAD MORE
iphone 14,You ever Heard the word Satisfaction...Yesss that is exactly how it feels to have it.READ MORE
iphone 14,"I wanted to buy yellow colour but that was not delivering on my pin code so went for this colour.After receiving this, I have no regression.Love this.iPhone heats a lot because of its built. Its frame is steel and the back is glass but it has great things when it gets hot, it restricts some features to cool it down.The camera is good, sometimes it misses focus.Performance is the best part of it.READ MORE"
iphone 14,I switch  from x r  to 14 great experience Best display and sound quality and some fabulous changes in camera is also.greatREAD MORE
iphone 14,I just love this phone  for the 1st time and the performance is awesome  just wow camera quality battery everything is awesome . I prefer anyone who can use this phone . Iphone using it for the 1st time never getting any problem . Just thank you Flipkart for providing me these at low cost as compared to retail shops . Thank you Flipkart and Apple . Just love it .READ MORE
iphone 14,Amazing deviceI switch to iPhone 14 from iPhone 8. Great camera and power management full day battery backup. Sound quality and display also awesome. Just go for it if you have enough moneyREAD MORE
iphone 14,"Simply awesome. But battery health going like  a bullet train, after 50 days of usage battery health showing 98%.READ MORE"
iphone 14,"Excellent Smartphone, Amazing Picture quality, Good sound qualityREAD MORE"
iphone 14,"Very good purchase.i bought it for my wife as a Padwa gift.but just my views on purchasing this expensive phone- if you are using Iphone very lower version go for it but if you are already in iphone 13 or 11 do not spend money,its not worth.no much change.but if you have lots of money then go for it.wife was using iphone 7 hence i purchased this latest one.now no purchase atleast for 6 years. iphone 7 also used 5 years and believe me it has no issues at all, but the only problem was batte...READ MORE"
iphone 14,"Great phone with great capabilities 🔥Excellent camera 📸Processor same as my 13pro New blue colour is awesome ❤️I have :- 14pro . 13pro . 12. 12mini . Also new this one iphone 14 . One thing is common in all have , there is no lag till the date. The one thing I always said it is what it is🔥🔥READ MORE"
iphone 14,Nice Cinematic Video and Portrait photographyREAD MORE
iphone 14,Product is amazing as expected from iphone. Got this recently in a sale with a whopping price of 63k including all discounts. Loving it!!!!READ MORE
iphone 14,Superb qualityREAD MORE
iphone 14,"Nice mobile phone, iam very impressedREAD MORE"
